article_id,journal_id,url_article,year,author,study,empirical,compare_group,type_group,name_group,scale,reflective,name_scale,type_scale,measure_scale,width_scale,no_items,power,n_rep,n1_rep,n2_rep,n3_rep,n4_rep,n5_rep,reltot,rel1,rel2,rel3,rel4,rel5,mitest_rep,mimethod_rep,miresult_rep,milevel_rep,comments,id,open_data,open_scale,open_group,n_res,n1_res,n2_res,n3_res,n4_res,n5_res,mitest,miresult,milevel,reproduced,comments
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,ethnicity (chinese and malay and indian and others),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Job Control,1,1,5,NA,NA,2531,1650,400,278,203,,NA,NA,NA,NA,NA,,1,2,1,NA,,437,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,marital status (single and married and divorced/separate),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Job Control,1,1,5,NA,NA,2511,923,1499,89,,,NA,NA,NA,NA,,,1,2,1,NA,,438,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"education level (Secondary and below, Vocational/ITE, Diploma, Tertiary including Bachelor, Postgraduate Diploma, Master and Doctorate Degree)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Job Control,1,1,5,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,0,5,not sure which kind of DIF is found; reporting states measurement non invariance in certain items but not which level. Coded as partial invariance.,439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"sector (Healthcare, Legal and Banking)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Job Control,1,1,5,NA,NA,2713,1698,819,196,,,NA,NA,NA,NA,,,1,2,0,5,not sure which kind of DIF is found; reporting states measurement non invariance in certain items but not which level. Coded as partial invariance.,440,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,1,"ages (young: 20 to 39 years, middle: 40 to 59 years, older: 60 years and above)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,2544,1478,918,148,,,NA,NA,NA,NA,,,1,2,1,NA,,441,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,male and female,1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,2537,784,1753,,,,NA,NA,NA,,,,1,2,1,NA,,442,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,ethnicity (chinese and malay and indian and others),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,2531,1650,400,278,203,,NA,NA,NA,NA,NA,,1,2,1,NA,,443,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,marital status (single and married and divorced/separate),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,2511,923,1499,89,,,NA,NA,NA,NA,,,1,2,1,NA,,444,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"education level (Secondary and below, Vocational/ITE, Diploma, Tertiary including Bachelor, Postgraduate Diploma, Master and Doctorate Degree)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,,445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"sector (Healthcare, Legal and Banking)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Supervisor Support,1,1,5,NA,NA,2713,1698,819,196,,,NA,NA,NA,NA,,,1,2,1,NA,,446,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,1,"ages (young: 20 to 39 years, middle: 40 to 59 years, older: 60 years and above)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,2544,1478,918,148,,,NA,NA,NA,NA,,,1,2,1,NA,,447,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,male and female,1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,2537,784,1753,,,,NA,NA,NA,,,,1,2,1,NA,,448,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,ethnicity (chinese and malay and indian and others),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,2531,1650,400,278,203,,NA,NA,NA,NA,NA,,1,2,1,NA,,449,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,marital status (single and married and divorced/separate),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,2511,923,1499,89,,,NA,NA,NA,NA,,,1,2,1,NA,,450,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"education level (Secondary and below, Vocational/ITE, Diploma, Tertiary including Bachelor, Postgraduate Diploma, Master and Doctorate Degree)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,,451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"sector (Healthcare, Legal and Banking)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Employee and management engagement,1,1,5,NA,NA,2713,1698,819,196,,,NA,NA,NA,NA,,,1,2,1,NA,,452,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,1,"ages (young: 20 to 39 years, middle: 40 to 59 years, older: 60 years and above)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,2544,1478,918,148,,,NA,NA,NA,NA,,,1,2,1,NA,,453,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,male and female,1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,2537,784,1753,,,,NA,NA,NA,,,,1,2,1,NA,,454,0,NA,NA,NA,NA,NA,,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,ethnicity (chinese and malay and indian and others),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,2531,1650,400,278,203,,NA,NA,NA,NA,NA,,1,2,1,NA,,455,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,marital status (single and married and divorced/separate),1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,2511,923,1499,89,,,NA,NA,NA,NA,,,1,2,1,NA,,456,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"education level (Secondary and below, Vocational/ITE, Diploma, Tertiary including Bachelor, Postgraduate Diploma, Master and Doctorate Degree)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,,457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
133,0,https://doi.org/10.1371/journal.pone.0220566,2019,abdin,1,1,1,0,"sector (Healthcare, Legal and Banking)",1,1,CBI (burnout) and PHQ-2 (depression and anhedonia); Factor Colleague support,1,1,5,NA,NA,2713,1698,819,196,,,NA,NA,NA,NA,,,1,2,1,NA,,458,0,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,0,"no raw data or correlations shared. Statement Data Availability: ""The data underlying the results of this study are available upon request due to ethical restrictions imposed by the SingHealth Centralised Institutional Review Board, in Singapore. All study subjects were informed that only non-identifiable and aggregate data will be used in subsequent reports and scientific publications, and communications to companies and stakeholders. Hence, individual data is not available for public online access. Readers may write to the Workplace Safety and Health Institute, Ministry of Manpower at [address]"""
207,0,https://doi.org/10.1371/journal.pone.0221696,2019,Ortuno-Sierra,1,1,1,1,educational level (primary and secondary),1,1,PANAS,0,1,5,20,NA,1032,665,367,,,,0.86,NA,NA,,,,1,1,1,3,,865,1,1,1,1032,527,505,,,,1,0,0,0,"raw data available as supplemental material to the article. Results could not be fully reproduced due to lack of documenting how the ESEM two factor model that was used for invariance testing is specified. We tried to reproduce the results following the standard approach for ESEM MI testing (Fischer and Karl, 2019; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657455/pdf/fpsyg-10-01507.pdf) and MI holds both for loadings and intercepts (following the authors' cut-offs) but chi-squared statistics and df differ."
207,0,https://doi.org/10.1371/journal.pone.0221696,2019,Ortuno-Sierra,1,1,1,0,Gender,1,1,PANAS,0,1,5,20,NA,1032,531,501,,,,0.86,NA,NA,,,,1,1,1,3,,866,1,1,1,1032,501,531,,,,1,0,0,0,"raw data available as supplemental material to the article. raw data available as supplemental material to the article. Results could not be fully reproduced due to lack of documenting how the ESEM two factor model that was used for invariance testing is specified. We tried to reproduce the results following the standard approach for ESEM MI testing (Fischer and Karl, 2019; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657455/pdf/fpsyg-10-01507.pdf) and MI holds both for loadings and intercepts (following the authors' cut-offs) but chi-squared statistics and df differ."
351,1,https://doi.org/10.1177%2F0956797619841265,2019,Kievit,1,1,1,0,gender (boys/girls),1,1,Wechsler Abbreviated Scale of Intelligence,0,NA,NA,6,"""With our current model specification and sample size, we had 73% power to detect a small coupling effect (r = .1, as defined by Gignac & Szodorai, 2016) but effectively 100% power to detect intermediate (r = .2) and large (r = .3) effects.""",227,108,119,,,,NA,NA,NA,,,,1,NA,NA,NA,"Only measurement invariance is mentioned but nothing else. ""As before, a multigroup model with gender as the grouping factor provided no evidence for differences"". They also have multiple waves, but as far as I can see they only compare the model fit across the three waves, without testing for actual differences in vocabulary or matrix reasoning between these waves. MI-test: ""As before, we imposed measurement invariance for the g-factor model across occasions."" The authors also state in their limitations/future research that fitting a MI model over time would be better.",946,1,1,1,227,98,129,,,,1,1,5,1,"raw data and code available on OSF. Code for MI testing worked. The level at which MI hold mostly refers to the structural part of the model (no measurement part is included), and thus we coded it as partial."
